USER_AGENT_FRAGMENT	USER_AGENT_SOURCE	EFFECTIVE_DATETIME
WEBBUG	ABCi	1/1/08 0:00
OXXBOT1	ABCi	1/1/08 0:00
GENIEBOT	ABCi	10/1/13 0:00
APPENGINE-GOOGLE	ABCi	7/1/13 0:00
WEBPLUCK	ABCi	1/1/08 0:00
GLOBRIX	ABCi	10/1/13 0:00
BINLAR	ABCi	10/1/13 0:00
OPEN TEXT SITE CRAWLER	ABCi	1/1/08 0:00
LOCKSS+CACHE	ABCi	10/1/13 0:00
MOATBOT	ABCi	10/1/13 0:00
DOMAINSBOTBOT/1.0	ABCi	1/1/08 0:00
AGBOT/1.0	ABCi	1/1/11 0:00
SITEEXPLORER/1.0B	ABCi	10/1/13 0:00
MICROSOFT+SCHEDULED+CACHE+CONTENT+DOWNLOAD+SERVICE	ABCi	10/1/13 0:00
BUBING	ABCi	10/1/13 0:00
SERVERS+ALIVE	ABCi	10/1/13 0:00
GIGABOT	ABCi	1/1/08 0:00
ALACRA FEED READER V1.0	ABCi	7/1/13 0:00
CONVERACRAWLER	ABCi	8/7/10 0:00
PERCOLATECRAWLER	ABCi	12/1/12 0:00
OCELLI	ABCi	10/1/13 0:00
LONGURL+API	ABCi	10/1/13 0:00
INAGIST URL RESOLVER	ABCi	10/1/13 0:00
SHADOW	ABCi	1/1/08 0:00
UPDOWNERBOT	ABCi	9/1/12 0:00
WORM	ABCi	1/1/08 0:00
SEMTOBOT/0.1	ABCi	1/1/11 0:00
SEEKBOT	ABCi	1/1/08 0:00
BAIDU SPIDER	ABCi	1/1/08 0:00
OFFLINE	SAS	1/1/98 0:00
BUZZ	ABCi	1/1/08 0:00
TWEETEDTIMES BOT	ABCi	7/1/13 0:00
GOLDFIRE SERVER	ABCi	11/1/08 0:00
APPLEBOT	ABCi	10/1/13 0:00
CSE HTML VALIDATOR PRO 4.52	ABCi	1/1/08 0:00
WEBCAPTURE	ABCi	1/1/08 0:00
POSTRANK/2.0	ABCi	9/7/10 0:00
CITYCRAWLER	ABCi	9/1/12 0:00
GSA-CRAWLER	ABCi	1/1/08 0:00
FLIPBOARD.COM/CRAWLER	ABCi	1/1/11 0:00
MICROSOFT INTERNET EXPLORER/4.40.426 (WINDOWS 95)	ABCi	10/1/13 0:00
"""*OVERTURE SERVICES*"""	ABCi	10/1/08 0:00
LEECHFTP	ABCi	1/1/08 0:00
NUTCH-9	ABCi	7/1/11 0:00
ALBERT INDEXER	ABCi	1/1/08 0:00
BLEXBOT	ABCi	10/1/13 0:00
SKYPEURIPREVIEW	ABCi	10/1/13 0:00
HTML FILE DOWNLOADER	ABCi	1/1/08 0:00
JAVACRAWLER/1.1	ABCi	1/1/08 0:00
SUPERSNOOPER	ABCi	1/1/08 0:00
NOMAD	ABCi	1/1/08 0:00
MICROSOFT_SITE_ANALYST	ABCi	1/1/08 0:00
FLASHGET	ABCi	1/1/08 0:00
AIPBOT	ABCi	10/1/13 0:00
SCRAPY TEST / 1.0	ABCi	1/1/11 0:00
FUPBOT	ABCi	10/1/13 0:00
ENFISH+TRACKER	ABCi	10/1/13 0:00
OPEN TEXT INDEX	ABCi	1/1/08 0:00
DAVIESBOT	ABCi	1/1/08 0:00
INFOGIST	ABCi	1/1/08 0:00
YANGA WORLDSEARCH BOT	ABCi	2/1/09 0:00
TITAN	ABCi	1/1/08 0:00
BINGPREVIEW	ABCi	10/1/13 0:00
CNET PMA-CONNECT	ABCi	1/1/08 0:00
HTTPTOOL	ABCi	1/1/08 0:00
APACHEBENCH	ABCi	10/1/13 0:00
RICHMETRICS.COM/BOT	ABCi	10/1/13 0:00
FUNNEL WEB PROFILER	ABCi	1/1/08 0:00
FRIENDFEEDBOT	ABCi	7/1/13 0:00
INDEXPERT	ABCi	1/1/08 0:00
SSCOUT-BOT	ABCi	2/1/12 0:00
INTERNAL ZERO-KNOWLEDGE AGENT	ABCi	10/1/13 0:00
VIVISIMO	ABCi	10/1/13 0:00
NETSEER CRAWLER	ABCi	9/1/12 0:00
MOZILLA/5.0 (COMPATIBLE; HERITRIX/1.12.1 +HTTP://WWW.PAGE-STORE.COM)	ABCi	1/1/08 0:00
RSSREADER/1.0	ABCi	1/1/09 0:00
TWITTERBOT/0.1	ABCi	9/7/10 0:00
FEEDBURNER	ABCi	7/1/13 0:00
FLUNKY	ABCi	1/1/08 0:00
MEDIAPARTNERS	ABCi	1/1/08 0:00
RETRIEVALWARE INTERNET SPIDER	ABCi	1/1/08 0:00
POWERNET	ABCi	1/1/08 0:00
WEBSITE EXTRACTOR	ABCi	1/1/08 0:00
YAHOOEXTERNALCACHE	ABCi	10/1/13 0:00
DAYPOPBOT	ABCi	1/1/08 0:00
DOUBLEVERIFY CRAWLER	ABCi	2/7/10 0:00
NETPROSPECTOR JAVACRAWLER	ABCi	1/1/08 0:00
QUINTURA-CRW	ABCi	10/1/13 0:00
LYTTBOT	ABCi	10/1/13 0:00
YAHOOCACHESYSTEM	ABCi	10/1/13 0:00
DCPBOT	ABCi	9/1/12 0:00
REALNAMESBOT	ABCi	1/1/08 0:00
SCAN	ABCi	10/1/13 0:00
ANTIBOT	ABCi	1/1/08 0:00
DOMNUTCH-BOT/NUTCH-1.0	ABCi	1/1/11 0:00
CRAWLER/AAFTER-1.0	ABCi	1/1/11 0:00
SEARCH BOT	ABCi	1/1/11 0:00
PAROS	ABCi	10/1/13 0:00
SEARCHBOT	ABCi	10/1/13 0:00
NTTE+POLLER	ABCi	10/1/13 0:00
SUPERPAGESBOT	ABCi	1/1/11 0:00
MIRAGO	ABCi	1/1/08 0:00
GOLEM	ABCi	1/1/08 0:00
HYPERBEE	ABCi	1/1/08 0:00
MARKETWAVE HIT LIST	ABCi	1/1/08 0:00
SNAPPREVIEWBOT	ABCi	1/1/09 0:00
NEUSTAR	ABCi	10/1/13 0:00
WWW-MECHANIZE	ABCi	4/7/10 0:00
NEWSTROVE.COM	ABCi	1/1/08 0:00
CRUCIAL INFORATION MINER	ABCi	1/1/08 0:00
INSIEVE BOT	ABCi	7/1/13 0:00
JPLUCK	ABCi	1/1/08 0:00
FINDFILES	ABCi	10/1/13 0:00
CYBOT	ABCi	1/1/08 0:00
BLP_BBOT	ABCi	10/7/10 0:00
TWITTERBOT	ABCi	10/7/10 0:00
YANGA	ABCi	10/1/13 0:00
SPHERE SCOUT&V4.0	ABCi	1/1/09 0:00
CLARITYBOT	ABCi	7/1/13 0:00
TOPYX-CRAWLER	ABCi	7/1/11 0:00
MICROSOFT-WEBDAV-MINIREDIR/5.1.2600	ABCi	9/7/10 0:00
192.COMAGENT	ABCi	10/1/13 0:00
NIELSEN	ABCi	10/1/13 0:00
SCIRUS	ABCi	10/1/13 0:00
CONTYPE	ABCi	10/1/13 0:00
MOREOVERBOT/5.1	ABCi	9/7/10 0:00
SAWAALROBO	ABCi	1/1/08 0:00
MOZILLA/5.0 (COMPATIBLE; WAKE/1.0)	ABCi	4/1/11 0:00
SHOPWIKI	ABCi	1/1/08 0:00
ADSENSE-SNAPSHOT-GOOGLE	ABCi	10/1/13 0:00
ATTRIBUTOR	ABCi	10/1/13 0:00
ASKPETER_BOT	ABCi	2/1/08 0:00
MJ12BOT	ABCi	1/1/09 0:00
ECATCH	ABCi	1/1/08 0:00
WGET	SAS	1/1/98 0:00
SCANNER	ABCi	1/1/08 0:00
WEBFOOT	ABCi	1/1/08 0:00
BTSEARCH/1.1	ABCi	8/1/11 0:00
DATABASE LINK VALIDATOR	ABCi	1/1/08 0:00
JAKARTA COMMONS-HTTPCLIENT/3.0-RC3	ABCi	1/1/08 0:00
RANKURBOT	ABCi	10/1/13 0:00
MSNBOT	ABCi	2/7/10 0:00
MONDOSEARCH	ABCi	1/1/08 0:00
FLAMINGO_SEARCHENGINE	ABCi	7/1/11 0:00
LINKDEX	ABCi	10/1/13 0:00
WUSAGE/	ABCi	10/1/13 0:00
POWERMARKS	ABCi	1/1/08 0:00
GSAUNITO-CRAWLER	ABCi	2/1/12 0:00
DESKTOP SIDEBAR	ABCi	1/1/08 0:00
WASALIVE	ABCi	10/1/13 0:00
ARACHNOIDEA	SAS	1/1/98 0:00
SIDEWINDER	SAS	1/1/98 0:00
TINEYE	ABCi	10/1/13 0:00
CLICKTALE BOT	ABCi	7/1/13 0:00
SAI-CRAWLER	ABCi	7/1/11 0:00
Mozilla/5.0 (compatible; WAKE/1.0)	ABCi	1/1/11 0:00
KILROY	ABCi	1/1/08 0:00
ZIMMBOT	ABCi	7/1/13 0:00
SITEUPTIME.COM	ABCi	1/1/08 0:00
YAHOO-MMCRAWLER	ABCi	9/1/12 0:00
TITUS DIRECT 1.0	ABCi	1/1/08 0:00
ZIBBER	ABCi	10/1/13 0:00
PLUMTREE	ABCi	1/1/08 0:00
KRAKEN/	ABCi	10/1/13 0:00
JUMPBOT	ABCi	10/1/13 0:00
KYOTO-CRAWLER	ABCi	2/1/12 0:00
FEEDFORALL	ABCi	7/1/13 0:00
FR_CRAWLER	ABCi	1/1/11 0:00
WEBMIRROR	ABCi	1/1/08 0:00
GETBOT	ABCi	1/1/08 0:00
CAREERBOT	ABCi	12/1/12 0:00
SPIDER.FREEFIND.COM	ABCi	1/1/08 0:00
PORT+HURON+LABS	ABCi	10/1/13 0:00
CFSSVRADMIN	ABCi	10/1/08 0:00
ADNETTRACK	ABCi	1/1/08 0:00
SUCKER	ABCi	10/1/13 0:00
PAGEBULL	ABCi	10/1/13 0:00
LYCOS - BIRDLITE	ABCi	1/1/08 0:00
CONTEXTAD BOT	ABCi	7/1/13 0:00
CHECKTIME	ABCi	1/1/08 0:00
ATOMICBOT/1.0	ABCi	1/1/08 0:00
MOGET	ABCi	1/1/08 0:00
LITE BOT	ABCi	1/1/08 0:00
UNIVERSALSEARCH	ABCi	10/1/13 0:00
OBOT	ABCi	6/1/11 0:00
JAXIFIED BOT	ABCi	1/1/11 0:00
COPERNICENTERPRISESEARCH	ABCi	10/1/13 0:00
HOTJAVA	ABCi	1/1/08 0:00
DOTSPOTBOT	ABCi	6/1/09 0:00
WWWC	ABCi	1/1/08 0:00
WORIO BOT	ABCi	1/1/08 0:00
UNIVERSALFEEDPARSER	ABCi	10/7/10 0:00
SMOKEPING	ABCi	10/1/13 0:00
HTTP_REQUEST2	ABCi	10/1/13 0:00
NETVIBES	ABCi	7/1/13 0:00
STC-CRAWLER	ABCi	2/1/12 0:00
TALKTALK VIRUS ALERTS SCANNING ENGINE	ABCi	7/1/11 0:00
ASK JEEVES	ABCi	1/1/08 0:00
SITEMAP	ABCi	1/1/08 0:00
UNDRIP BOT	ABCi	7/1/13 0:00
IDBOT/1.0	ABCi	1/1/08 0:00
ARCHIVE.ORG	ABCi	10/1/13 0:00
COMETSEARCH	ABCi	10/1/13 0:00
EVRINID	ABCi	10/1/13 0:00
ZIMMBOT/1.0	ABCi	7/1/13 0:00
WEBBOT	ABCi	10/1/13 0:00
SQUIRREL	ABCi	1/1/08 0:00
WWWOFFLE	ABCi	1/1/08 0:00
IREMEMBER	ABCi	1/1/08 0:00
HIT+LIST	ABCi	10/1/13 0:00
MLBOT	ABCi	1/1/11 0:00
GRABBER	ABCi	1/1/08 0:00
MAXPOINT BOT	ABCi	10/1/13 0:00
BACKWEB	ABCi	1/1/08 0:00
GETURL	ABCi	1/1/08 0:00
FETCHTV	ABCi	10/1/13 0:00
SEARCH_COMMENTSATSENSISDOTCOMDOTAU	ABCi	10/1/13 0:00
KUMMHTTP	ABCi	10/1/13 0:00
NAVERBOT_DLOADER/1.5	ABCi	1/1/08 0:00
WEBSITE QUESTER	ABCi	1/1/08 0:00
LUCIDMEDIA CLICKSENSE	ABCi	10/1/13 0:00
OVERTURE SERVICES	ABCi	1/1/09 0:00
DOODLEGRUB	ABCi	10/1/13 0:00
GULLIVER	SAS	1/1/98 0:00
BROWSERSHOTS	ABCi	8/1/11 0:00
ADSBOT-GOOGLE	ABCi	7/1/13 0:00
GOLDFIRE	ABCi	10/1/13 0:00
MAXAMINE	ABCi	10/1/13 0:00
WINHTTP-AUTOPROXY-SERVICE/5.1	ABCi	9/7/10 0:00
EXABOT	ABCi	1/1/09 0:00
LINKTIGER	ABCi	10/1/13 0:00
HTTP-WEBTEST	ABCi	10/1/13 0:00
YAHOOSEEKER	ABCi	2/1/11 0:00
MAGUS BOT	ABCi	10/1/13 0:00
ROBOT.VEDENS.DE	ABCi	1/1/11 0:00
MOZILLA/5.0+(COMPATIBLE;+MSIE+5.0)	ABCi	10/1/13 0:00
SITESWEEPER	ABCi	1/1/08 0:00
GOBLIN	ABCi	1/1/08 0:00
CHECK_HTTP/1.89	ABCi	2/7/10 0:00
DTS+AGENT	ABCi	10/1/13 0:00
PSYCHECLONE	ABCi	10/1/13 0:00
MICROSOFT URL CONTROL	ABCi	1/1/08 0:00
AGGREGATOR:TAILRANK	ABCi	1/1/08 0:00
METAMOJICRAWLER	ABCi	7/1/11 0:00
GO 1.1 PACKAGE HTTP	ABCi	10/1/13 0:00
MEDIAWORDS BOT	ABCi	7/1/13 0:00
TAZ	ABCi	1/1/08 0:00
GAZZ	SAS	1/1/98 0:00
MICROSOFT+INTERNET+EXPLORER/4.40.426+(WINDOWS+95)	ABCi	10/1/13 0:00
WEBENHANCER	ABCi	1/1/08 0:00
ASTERIAS	ABCi	1/1/08 0:00
DISCOVERYBOT	ABCi	12/1/12 0:00
SIMPLEPIE/1.	ABCi	7/1/13 0:00
DOW JONES SEARCHBOT	ABCi	1/1/11 0:00
EARTHCOM.INFO	ABCi	10/1/13 0:00
ARCHIVE.ORG_BOT	ABCi	2/1/11 0:00
FETCHAPIREQUEST	ABCi	1/1/08 0:00
ADGBOT	ABCi	10/1/13 0:00
COGISUMBOT	ABCi	10/1/13 0:00
NEWSGUARD	ABCi	1/1/08 0:00
ICEWEASEL	ABCi	1/1/11 0:00
MNA DIGITAL CIRCONUS CHECK	ABCi	10/1/13 0:00
GOOGLE+WIRELESS+TRANSCODER	ABCi	10/1/13 0:00
POWERUP DOWNLOAD	ABCi	1/1/08 0:00
LUCIDITYBOT	ABCi	1/1/11 0:00
FAST MOBILE2 (CRAWLER)	ABCi	1/1/08 0:00
LIBWWW-PERL	ABCi	2/1/11 0:00
SEARCHEVABOT	ABCi	2/7/10 0:00
WEBSAVER	ABCi	1/1/08 0:00
MAXPOINT+BOT	ABCi	10/1/13 0:00
WEBVAC	ABCi	10/1/13 0:00
WISEBOT	ABCi	1/1/08 0:00
ZOO-GATE SEARCH	ABCi	1/1/08 0:00
PITA	ABCi	1/1/08 0:00
PYTHON	ABCi	1/1/08 0:00
HISCAN	ABCi	10/1/13 0:00
MICROSOFT+URL+CONTROL	ABCi	10/1/13 0:00
CARTOGRAPHER	ABCi	1/1/08 0:00
ICHIRO/4	ABCi	7/1/11 0:00
YAHOO+PIPES	ABCi	10/1/13 0:00
VERSUS	ABCi	10/1/13 0:00
GVCBOT	ABCi	2/1/11 0:00
CLIQUSBOT	ABCi	7/1/13 0:00
NORAMY 0.1B	ABCi	10/1/13 0:00
RPT-HTTPCLIENT	ABCi	1/1/08 0:00
JAGUARD/1.3.7	ABCi	10/1/08 0:00
INKTOMI SEARCH	ABCi	1/1/08 0:00
MNA+DIGITAL+CIRCONUS+CHECK	ABCi	10/1/13 0:00
POSTRANK	ABCi	10/1/13 0:00
PURELOAD	ABCi	10/1/13 0:00
NG/2.0	ABCi	10/1/13 0:00
ASPIDER	ABCi	1/1/08 0:00
WHIZBANG	ABCi	1/1/08 0:00
LWP-TRIVIAL	ABCi	1/1/08 0:00
GOOGLE WEB PREVIEW	ABCi	10/1/13 0:00
NEWS+READER	ABCi	10/1/13 0:00
SEZNAMBOT	ABCi	1/1/08 0:00
SEARCH.CH	ABCi	1/1/08 0:00
YETI/1.0	ABCi	9/7/10 0:00
FATBOT	ABCi	2/1/11 0:00
WWW.PL	SAS	1/1/98 0:00
AVANTGO	ABCi	1/1/08 0:00
INTERNET+NINJA	ABCi	10/1/13 0:00
NEWSMACHINE	ABCi	10/1/13 0:00
PIONEER	ABCi	1/1/08 0:00
HTTP://WWW.ALMADEN.IBM.COM/CS/CRAWLER	ABCi	1/1/08 0:00
WORIOBOT ( HTTP://WWW.WORIO.COM/)	ABCi	1/1/08 0:00
NAVERBOT	ABCi	2/7/10 0:00
WOKOROBOT	ABCi	1/1/08 0:00
STUFF	ABCi	1/1/08 0:00
SIMULBROWSE	ABCi	1/1/08 0:00
FDM+3.X	ABCi	10/1/13 0:00
CLICKAJOB	ABCi	10/1/13 0:00
C+R+A+W+L+E+R	ABCi	10/1/13 0:00
CATCHBOT	ABCi	8/1/11 0:00
LICKITY_SPLIT	ABCi	1/1/08 0:00
BAIDUSPIDER	ABCi	9/1/11 0:00
FINDFILES.NET/0.97	ABCi	2/1/11 0:00
VIKING	ABCi	1/1/08 0:00
KOOPITBOT	ABCi	10/1/13 0:00
BECOMEBOT	ABCi	1/1/08 0:00
WFARC	ABCi	1/1/08 0:00
SIMPLECRAWLER	ABCi	10/1/08 0:00
SUPERFEEDR	ABCi	10/1/13 0:00
LOADIMPACTPAGEANALYZER	ABCi	10/1/13 0:00
KINJA	ABCi	10/1/13 0:00
FINDLINKS/2	ABCi	6/1/11 0:00
DOTBOT	ABCi	3/1/09 0:00
HAPAX NEWSCRAWLER/1.0.9	ABCi	12/1/08 0:00
1JOB	ABCi	10/1/13 0:00
HERITRIX/3	ABCi	1/1/11 0:00
DAYLIFEFEEDFETCHER	ABCi	7/1/13 0:00
AACRAWLER	ABCi	9/1/12 0:00
WEBWATCH	ABCi	1/1/08 0:00
ISEARCH	ABCi	10/1/13 0:00
HOBBIT	ABCi	10/1/13 0:00
VIGLINK	ABCi	10/1/13 0:00
APACHE-HTTPCLIENT	ABCi	10/1/13 0:00
LIFEREA	ABCi	10/1/13 0:00
CHANGE DETECTION	ABCi	1/1/08 0:00
SIMPLEPIE	ABCi	10/1/13 0:00
SOHUENNEWS	ABCi	10/1/13 0:00
D24Y-AEGIS	ABCi	10/1/13 0:00
YIOOPBOT	ABCi	2/1/11 0:00
KLINK	ABCi	1/1/08 0:00
MEDIACRAWLER	ABCi	1/1/08 0:00
SYNOBOT	ABCi	1/1/08 0:00
GIGAMEGA.BOT	ABCi	10/1/08 0:00
SLURP	SAS	1/1/98 0:00
SPOT INFLUENCE CRAWLER	ABCi	9/1/12 0:00
WEB SUCKER	ABCi	1/1/08 0:00
POWERSET	ABCi	10/1/13 0:00
BOOKMARK MANAGER	ABCi	1/1/08 0:00
LONGURL API	ABCi	10/1/13 0:00
ADOMETRYBOT	ABCi	10/1/13 0:00
VCI WEBVIEWER	ABCi	1/1/08 0:00
FALCONSBOT	ABCi	2/1/11 0:00
FACEBOOKEXTERNALHIT	ABCi	7/1/13 0:00
WEB+DOWNLOADER	ABCi	10/1/13 0:00
JAVA	ABCi	10/1/13 0:00
CHARLOTTE	ABCi	1/1/08 0:00
URLFILEBOT	ABCi	7/1/11 0:00
BOT@LINKFLUENCE.NET	ABCi	10/1/13 0:00
ACTIVEXPERTS	ABCi	10/1/13 0:00
DISCO/NUTCH	ABCi	2/1/08 0:00
FIDO	ABCi	1/1/08 0:00
FETCH	ABCi	10/1/13 0:00
WESEE:ADS/PICTUREBOT	ABCi	10/1/13 0:00
PTST	ABCi	10/1/13 0:00
EIT-LINK-VERIFIER-ROBOT	ABCi	1/1/08 0:00
OPENTEXTSITECRAWLER	ABCi	1/1/08 0:00
MSIECRAWLER	SAS	1/1/98 0:00
JAVA/1.	ABCi	1/1/08 0:00
360i-DataBot	360i	2/19/15 14:37
PROXYSG	ABCi	10/1/13 0:00
JUSTVIEW	ABCi	1/1/08 0:00
QUALIDATOR.COM BOT	ABCi	1/1/11 0:00
MYCRAWLER	ABCi	2/1/12 0:00
SHIM-CRAWLER	ABCi	1/1/08 0:00
QUEPASACREEP	ABCi	1/1/08 0:00
IPSENTRY	ABCi	10/1/13 0:00
PUREBOT	ABCi	2/1/11 0:00
CONVERA INTERNET SPIDER	ABCi	1/1/08 0:00
NTTE POLLER	ABCi	10/1/13 0:00
JS-KIT URL RESOLVER	ABCi	7/1/13 0:00
WAZZUP1.0	ABCi	2/1/12 0:00
OPEN+WEB+ANALYTICS+BOT	ABCi	10/1/13 0:00
